dialogueId,utteranceNo,authorRole,utterances,politeness,politeness_intensity,politeness_cause
5172,20,agent,Please shanti aur dhairya rakhen.  hum yahan aapko laws ke baare men inform karane ke lie hain taki aap usake against proper authorities ko complaint submit kar saken aur justice paa skaen. kya aap usake gainst apani complaint ke saath age badhana pasand karengi?,polite,3,Please shanti aur dhairya rakhen
5172,21,victim,"Ok, main isake bare men sochungi, bye. ",neutral,0,
5172,22,agent,"Okay, ispar sochane ke lie samay len. hum aapko din men 24 hours, week men 7 days assist karane ke lie available hain. Rakshak, mujhe ummid hai ki aapko visit pasand aai hogi.",polite,3,
5173,0,agent,"Hello, yah Rakshak hai, and maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN. ",polite,2,"Hello, maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN"
5173,1,victim,mujhe demolished kar diya gaya hai. ek dusht ne mera phayad uthaya hai.,impolite,2,ek dusht ne mera phayad uthaya hai
5173,2,agent,"Please take a deep breath and relax. By all means, hum aapko assist karne ke lie yahaN haiN. kya mere lie yah janna possible hai ki maiN kisse bat kar raha hooN?",polite,2,Please take a deep breath and relax
5173,3,victim,main bahut khatare men hoon. ab mere husband ban karke ek dusht mujhe blackmail kar raha hai.,impolite,2,mere husband ban karke ek dusht mujhe blackmail kar raha hai
5173,4,agent,Please jab aap humare sath hon to relax aur secure feel karen. kya aap apani problem ke baaare men aur jyada janakari share karana chahengi taki hum aapki behtar sahayata kar saken?,polite,2,"Please jab aap humare sath hon to relax aur secure feel karen, kya aap "
5173,5,victim,"kal rat mujhe pata chaIa ki jis vyakati se main social media par baat kar rahi thi vah mere pati ki ID nahi hai. vah ek forgery hai. apane conversation ke dauran, maine bahut sare personal information reveal kar diya hai.",neutral,0,
5173,6,agent,"Oh, no! yah sunne men surprised aur depressing dono hai. kya aap is case ke baare men kuch additional details dena chahengi taki main situation ko achche se samajh sakoon? ",polite,2,kya aap
5173,7,victim,"Fine, lekin mujhe aur upset mat karo; main pahale se hi frustrated hoon. ",impolite,2,lekin mujhe aur upset mat karo
5173,8,agent,Please remain calm and patient so that we can better serve you. kya mere lie yah janna possible hai ki maiN kisse bat kar raha hooN?,polite,2,Please remain calm and patient
5173,9,victim,kya yahan meri personal information secure rahegi?,neutral,0,
5173,10,agent,ye aapke use karane ke lie poori tarah se safe platform hai. aap yahan poori tarah se secure hain.,neutral,0,aap yahan poori tarah se secure hain
5173,11,victim,"So, mera nam <person name> hai, aur main <person location> se hoon. ",neutral,0,
5173,12,agent,"namaskar, <person name>. kya aap apani problems ke baare men aur information share karana chahengi taki hum aapki behatar sahayata kar saken. ",polite,2,"namaskar, kya aap apani problems ke baare men aur information share karana chahengi"
5173,13,victim,"main sure nahi hoon ki aapko aur kaun si information chahie; please ise sahi se bataen, bevakooph.",impolite,2,bevakooph
5173,14,agent,Please ek gahari sans len aur relax karen. humara irada aapko kisi bhi tarah se chot pahuchane ka nahi tha.  We didn't mean to hurt you in any way. kya aap hume yah batana chahengi ki chatting shuru karane se pahale aap use sidhe bata kyon nahi sakin?,polite,2,"Please ek gahari sans len aur relax karen, kya aap "
5173,15,victim,"kyonki mere husband kam ke silsile men United States men hain, hum har 15-20 dino men ek baar baat karate hain. vo dushat, is baare men janta hai aur usane ek nakali id banai, mujhase thagi ki, aur ab mujhe blackmail kar raha hai.",impolite,2,dushat
5173,16,agent,Please ek gahari sans len aur relax karen. hum yahan aapko assist karane ke lie hain. please kya aap bataengi ki aapne usse kis tarah ki discussion ki hai ki aapko blackmail kiya ja raha hai?,polite,2,"Please ek gahari sans len aur relax karen, hain. please kya aap bataengi "
5173,17,victim,"Meri personal photos aur information, jo ki main sirf apane husband se share karana chahati thi. mujhe bahut dar lag raha hai.",neutral,0,
5173,18,agent,"Okay, investigation men aapke help ke lie thank you. surface level pe, ye masquerading ka case lagata hai, jo IPC ki dhara 500 aur IT Amendment Act, 2008 ki dhara 66D ke tahat dandniy aparadh hai, jabki mahila ki maryada bhang karana IPC ki dhara 509 ke tahat dandaniy aparadh hai.",polite,2,investigation men aapke help ke lie thank you
5173,19,victim,"Oh, no! ye badhiya hai, ye kaphi impressive hai. Please mujhe bataen ki main blackmailer ko jail kaise bhej sakati hoon?",polite,2,Please mujhe bataen
5173,20,agent,aap usake against Cyber Cell aur NCW site ke through complaint file kara sakati hain.,neutral,0,
5173,21,victim,mujhe bataen ki main Cyber Cell men us rogue cheater/blackmailer ke against complaint kaise kar sakati hoon.,impolite,2,
5173,22,agent,kya aap complaint online or offline file karna chahengi? kya aap complaint online or offline file karna chahengi ?,polite,2,kya aap
5173,23,victim,"mere lie, online beneficial hoga. Please portal's URL den.  ",neutral,0,Please
5173,24,agent,"online complaint option opt karane ke lie thank you. Please www.cybercrime.gov.in par jaen ""Report Other Cyber Crime,"" par click karen phir ""File a Complaint,"" aur phir baki ka information provide karen.",polite,2,"online complaint option opt karane ke lie thank you, Please "
5173,25,victim,Okay! bahut bahut dhanyvad,polite,2,bahut bahut dhanyvad
5173,26,agent,kya aapko iske sath koi additional assistance chahie?,polite,2,kya aapko iske sath koi additional assistance chahie
5173,27,victim,thanks mujhe bas itana hi chahie.,neutral,0,thanks mujhe bas itana hi chahie
5173,28,agent,"Okay, I'll leave it at that. Rakshak, maiN asha karta hooN ki aapko apki visit pasand aai  ",polite,2,maiN asha karta hooN ki aapko apki visit pasand aai
5174,0,agent,"Hello, yah Rakshak hai, and maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN. ",polite,2,"Hello, maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN"
5174,1,victim,mujhe demolished kar diya gaya hai. ek dusht ne mera phayad uthaya hai.,impolite,2,ek dusht ne mera phayad uthaya hai
5174,2,agent,"Please take a deep breath and relax. By all means, hum aapko assist karne ke lie yahaN haiN. kya mere lie yah janna possible hai ki maiN kisse bat kar raha hooN?",polite,2,Please take a deep breath and relax
5174,3,victim,main bahut khatare men hoon. ab mere husband ban karke ek dusht mujhe blackmail kar raha hai.,impolite,2,mere husband ban karke ek dusht mujhe blackmail kar raha hai
5174,4,agent,Please jab aap humare sath hon to relax aur secure feel karen. kya aap apani problem ke baaare men aur jyada janakari share karana chahengi taki hum aapki behtar sahayata kar saken?,polite,2,"Please jab aap humare sath hon to relax aur secure feel karen, kya aap "
5174,5,victim,"kal rat mujhe pata chaIa ki jis vyakati se main social media par baat kar rahi thi vah mere pati ki ID nahi hai. vah ek forgery hai. apane conversation ke dauran, maine bahut sare personal information reveal kar diya hai.",neutral,0,
5174,6,agent,"Oh, no! yah sunne men surprised aur depressing dono hai. kya aap is case ke baare men kuch additional details dena chahengi taki main situation ko achche se samajh sakoon? ",polite,2,kya aap
5174,7,victim,"Fine, lekin mujhe aur upset mat karo; main pahale se hi frustrated hoon. ",impolite,2,lekin mujhe aur upset mat karo
5174,8,agent,Please remain calm and patient so that we can better serve you. kya mere lie yah janna possible hai ki maiN kisse bat kar raha hooN?,polite,2,Please remain calm and patient
5174,9,victim,kya yahan meri personal information secure rahegi?,neutral,0,
5174,10,agent,ye aapke use karane ke lie poori tarah se safe platform hai. aap yahan poori tarah se secure hain.,neutral,0,aap yahan poori tarah se secure hain
5174,11,victim,"So, mera nam <person name> hai, aur main <person location> se hoon. ",neutral,0,
5174,12,agent,"namaskar, <person name>. kya aap apani problems ke baare men aur information share karana chahengi taki hum aapki behatar sahayata kar saken. ",polite,2,"namaskar, kya aap apani problems ke baare men aur information share karana chahengi"
5174,13,victim,"main sure nahi hoon ki aapko aur kaun si information chahie; please ise sahi se bataen, bevakooph.",impolite,2,bevakooph
5174,14,agent,Please ek gahari sans len aur relax karen. humara irada aapko kisi bhi tarah se chot pahuchane ka nahi tha.  We didn't mean to hurt you in any way. kya aap hume yah batana chahengi ki chatting shuru karane se pahale aap use sidhe bata kyon nahi sakin?,polite,2,"Please ek gahari sans len aur relax karen, kya aap "
5174,15,victim,"kyonki mere husband kam ke silsile men United States men hain, hum har 15-20 dino men ek baar baat karate hain. vo dushat, is baare men janta hai aur usane ek nakali id banai, mujhase thagi ki, aur ab mujhe blackmail kar raha hai.",impolite,2,dushat
5174,16,agent,Please ek gahari sans len aur relax karen. hum yahan aapko assist karane ke lie hain. please kya aap bataengi ki aapne usse kis tarah ki discussion ki hai ki aapko blackmail kiya ja raha hai?,polite,2,"Please ek gahari sans len aur relax karen, please kya aap bataengi "
5174,17,victim,"Meri personal photos aur information, jo ki main sirf apane husband se share karana chahati thi. mujhe bahut dar lag raha hai.",neutral,0,
5174,18,agent,"Okay, investigation men aapke help ke lie thank you. surface level pe, ye masquerading ka case lagata hai, jo IPC ki dhara 500 aur IT Amendment Act, 2008 ki dhara 66D ke tahat dandniy aparadh hai, jabki mahila ki maryada bhang karana IPC ki dhara 509 ke tahat dandaniy aparadh hai.",polite,2,investigation men aapke help ke lie thank you
5174,19,victim,"Oh, no! ye badhiya hai, ye kaphi impressive hai. Please mujhe bataen ki main blackmailer ko jail kaise bhej sakati hoon?",polite,2,Please mujhe bataen
5174,20,agent,aap usake against Cyber Cell aur NCW site ke through complaint file kara sakati hain.,neutral,0,
5174,21,victim,main us bloody cheater ke baare men NCW men complaint file karana chahati hoon.,impolite,2,bloody cheater
5174,22,agent,"Yes, of course. aap online complaint file karana chahengi ya offline? ",polite,2,aap
5174,23,victim,Please mujhe online option ke lie assist karen.,neutral,0,Please mujhe online option ke lie assist karen.
5174,24,agent,"Yah badhiya hai. jari rakhane ke lie, http://ncwapps.nic.in/ par jaen aur drop-down menu se ""Register Complaint"" select karen, phir ""Complaint Registration"" aur ""Ok"" select karen. ",polite,2,
5174,25,victim,"Okay, bye, aur main aapse dubara milungi.",neutral,0,
5174,26,agent,"Okay, I'll leave it at that. Rakshak, maiN asha karta hooN ki aapko apki visit pasand aai  ",polite,2,maiN asha karta hooN ki aapko apki visit pasand aai
5175,0,agent,"Hello, yah Rakshak hai, and maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN. ",polite,2,"Hello, maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN"
5175,1,victim,mujhe demolished kar diya gaya hai. ek dusht ne mera phayad uthaya hai.,impolite,2,ek dusht ne mera phayad uthaya hai
5175,2,agent,"Please take a deep breath and relax. By all means, hum aapko assist karne ke lie yahaN haiN. kya mere lie yah janna possible hai ki maiN kisse bat kar raha hooN?",polite,2,Please take a deep breath and relax
5175,3,victim,main bahut khatare men hoon. ab mere husband ban karke ek dusht mujhe blackmail kar raha hai.,impolite,2,mere husband ban karke ek dusht mujhe blackmail kar raha hai
5175,4,agent,Please jab aap humare sath hon to relax aur secure feel karen. kya aap apani problem ke baaare men aur jyada janakari share karana chahengi taki hum aapki behtar sahayata kar saken?,polite,2,"Please jab aap humare sath hon to relax aur secure feel karen, kya aap "
5175,5,victim,"kal rat mujhe pata chaIa ki jis vyakati se main social media par baat kar rahi thi vah mere pati ki ID nahi hai. vah ek forgery hai. apane conversation ke dauran, maine bahut sare personal information reveal kar diya hai.",neutral,0,
5175,6,agent,"Oh, no! yah sunne men surprised aur depressing dono hai. kya aap is case ke baare men kuch additional details dena chahengi taki main situation ko achche se samajh sakoon? ",polite,2,kya aap
5175,7,victim,"Fine, lekin mujhe aur upset mat karo; main pahale se hi frustrated hoon. ",impolite,2,lekin mujhe aur upset mat karo
5175,8,agent,Please remain calm and patient so that we can better serve you. kya mere lie yah janna possible hai ki maiN kisse bat kar raha hooN?,polite,2,Please remain calm and patient
5175,9,victim,kya yahan meri personal information secure rahegi?,neutral,0,
5175,10,agent,ye aapke use karane ke lie poori tarah se safe platform hai. aap yahan poori tarah se secure hain.,neutral,0,aap yahan poori tarah se secure hain
5175,11,victim,"So, mera nam <person name> hai, aur main <person location> se hoon. ",neutral,0,
5175,12,agent,"namaskar, <person name>. kya aap apani problems ke baare men aur information share karana chahengi taki hum aapki behatar sahayata kar saken. ",polite,2,"namaskar, kya aap "
5175,13,victim,"main sure nahi hoon ki aapko aur kaun si information chahie; please ise sahi se bataen, bevakooph.",impolite,2,bevakooph
5175,14,agent,Please ek gahari sans len aur relax karen. humara irada aapko kisi bhi tarah se chot pahuchane ka nahi tha.  We didn't mean to hurt you in any way. kya aap hume yah batana chahengi ki chatting shuru karane se pahale aap use sidhe bata kyon nahi sakin?,polite,2,"Please ek gahari sans len aur relax karen, kya aap "
5175,15,victim,"kyonki mere husband kam ke silsile men United States men hain, hum har 15-20 dino men ek baar baat karate hain. vo dushat, is baare men janta hai aur usane ek nakali id banai, mujhase thagi ki, aur ab mujhe blackmail kar raha hai.",impolite,2,dushat
5175,16,agent,Please ek gahari sans len aur relax karen. hum yahan aapko assist karane ke lie hain. please kya aap bataengi ki aapne usse kis tarah ki discussion ki hai ki aapko blackmail kiya ja raha hai?,polite,2,"Please ek gahari sans len aur relax karen, hain. please kya aap bataengi "
5175,17,victim,"Meri personal photos aur information, jo ki main sirf apane husband se share karana chahati thi. mujhe bahut dar lag raha hai.",neutral,0,
5175,18,agent,"Okay, investigation men aapke help ke lie thank you. surface level pe, ye masquerading ka case lagata hai, jo IPC ki dhara 500 aur IT Amendment Act, 2008 ki dhara 66D ke tahat dandniy aparadh hai, jabki mahila ki maryada bhang karana IPC ki dhara 509 ke tahat dandaniy aparadh hai.",polite,2,investigation men aapke help ke lie thank you
5175,19,victim,"Oh, no! ye badhiya hai, ye kaphi impressive hai. Please mujhe bataen ki main blackmailer ko jail kaise bhej sakati hoon?",polite,2,Please mujhe bataen
5175,20,agent,aap usake against Cyber Cell aur NCW site ke through complaint file kara sakati hain.,neutral,0,
5175,21,victim,main us bloody cheater ke baare men NCW men complaint file karana chahati hoon.,impolite,2,bloody cheater
5175,22,agent,"Yes, of course. aap online complaint file karana chahengi ya offline? ",polite,2,aap
5175,23,victim,mujhe bataen ki us badmash cheater-cum-blackmailer ke baare men vyakatigat roop se NCW men complaint kaise karoon.,impolite,2,badmash cheater-cum-blackmailer
5175,24,agent,"Yes, hum jarur kar sakate hain. Please National Commission for Women, Plot No. 21 FC33, Jasola Institutional Area, New Delhi-110025 ko sabhi pertinent information (kisi bhi supporting papers, yadi applicable ho) ke sath ek written application bhejen.",polite,2,Please
5175,25,victim,Rakshak. information ke lie thank you.,polite,2,information ke lie thank you
5175,26,agent,kya aapko iske sath koi additional assistance chahie?,polite,2,kya aapko iske sath koi additional assistance chahie
5175,27,victim,thik hai. bye!,neutral,0,
5175,28,agent,"Okay, I'll leave it at that. Rakshak, maiN asha karta hooN ki aapko apki visit pasand aai  ",polite,2,maiN asha karta hooN ki aapko apki visit pasand aai
5176,0,agent,"Hello, yah Rakshak hai, and maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN. ",polite,2,"Hello, maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN"
5176,1,victim,main dari hui hoon. ek monster ne mujhe nuksan pahuchane ki kosis ki,impolite,2,ek monster ne mujhe nuksan pahuchane ki kosis ki
5176,2,agent,Please calm aur patient rahen. hum aapko yahan assist karane ke lie hain. kya mere lie yah pata lagana sambhav hai ki main kise baat kar raha hoon?,polite,2,"Please calm aur patient rahen, hum aapko yahan assist karane ke lie hain"
5176,3,victim,main apani koi bhi personal information provide karana nahi chahati. bas mujhe us badmash ko punish karane men help karen.,impolite,2,main apani koi bhi personal information provide karana nahi chahati. bas mujhe us badmash ko punish karane men help karen.
5176,4,agent,Please relax karen aur shant ho jaen. hum yahan gaharai men jae bina bhi aapki sahayata kar sakate hain. Please apani problem ko detail men describe karen taki hum aapki sahayata kar saken.,polite,2,"Please relax karen aur shant ho jaen, Please "
5176,5,victim,"Rakshak, Rakshak, Rakshak, Rakshak main bahut bechain hoon. us badmash ne mera rape kiya aur phir rape ki footage apane doston ke sath share ki. vah is tarah ka ek vishist vyakati hai ki vo jivit rahane ke layak nahi hai.",impolite,2,us badmash ne mera rape kiya
5176,6,agent,Yah kaphi revolting hai. mujhe yakin hai ki aap sabase kharab situation se gujar rahe hain. jab tak aapko justice nahi mil jata hum aapke sath khade rahenge. kya aap aisi situation men hai jahan aap baatchit kar sakati hain?,neutral,0,"jab tak aapko justice nahi mil jata hum aapke sath khade rahenge, kya aap"
5176,7,victim,Meri chinta mat karo; main keval yah sure karana chahati hoon ki meri film ko phailane vale dushat aur badmashoN ko saja mile. ve kadi saja ke haqdar hain.,impolite,2,meri film ko phailane vale dushat aur badmashoN ko saja mile
5176,8,agent,"Kisi bhi situation men, hum yahan aapko assist karane ke lie hain. main samajhta hoon ki aapke lie is scenario ko yaad karana aur dusron ko samjhana kitna mushakil hai, lekin kya aap please apane anubhav ka vivaran de sakati hain taki main justice ke lie aapki or se uchit shikayat kar sakoon. ",polite,2,kya aap please apane anubhav ka vivaran de sakati hain
5176,9,victim,kya bakvas question hai. aapko konsi information chahie?,impolite,2,kya bakvas question hai
5176,10,agent,Please shanti aur dhairya rakhen. mamle ke baare men janne aur aparadhi ke khilaph action lene ke lie yah humari standard investigation procedure ka hissa hai. kya aap kuch prashanon ka uttar dena chahengi taki hum aapki behtar sahayata kar saken?,polite,2,"Please shanti aur dhairya rakhen, kya aap "
5176,11,victim,"ye thik hai, lekin inquiries karate samay savdhani rakhen.",impolite,2,lekin inquiries karate samay savdhani rakhen
5176,12,agent,"is mulakat se pahale, aap us person ko kaise janti thin?",neutral,0,
5176,13,victim,vah us samay mera boyfriend tha.,neutral,0,
5176,14,agent,kya aap hume batana chahengi ki aap is relationship men kitane samay se hain?,polite,2,kya aap
5176,15,victim,isse aapko koi phark nahi padata; mujhe bas ye batao ki main us monster ko punish kaise kar sakati hoon?,impolite,2,
5176,16,agent,Please shanti aur dhairy banae rakhen. hum yahan aapko assist karane ke lie hain. please kya aap mujhe bataengi ki ye ghatana kab hui?,polite,2,"Please shanti aur dhairy banae rakhen, hum yahan aapko assist karane ke lie hain, please kya aap "
5176,17,victim,"yah teen mahine pahale hua, aur mujhe video ke baare men abhi pata chala. mujhe lagata hai ki main use maar dalungi.",impolite,2,mujhe lagata hai ki main use maar dalungi
5176,18,agent,kya aapne apane local police station men complaint darj karai hai?,neutral,0,
5176,19,victim,"No, main dar gai thi, lekin ab main us dusht ko salakhon ke piche pahuchane ke lie vah sab kuch karana chahati hoon jo main kar sakati hoon.",impolite,2,dusht
5176,20,agent,"aapke cooperation ke lie bahut bahut dhanyvad. ye internet harassment ka ek udhaharan hai, jo Indian Penal Code (IPC) ki dhara 354A aur 354B aur IPC 499 ke tahat dandaniy hai. aap isaki report karane ke lie Cyber Cell aur/ya National Commission for Women ko contact kar sakati hain. kya aap usake against complaint karana chahati hain?",polite,2,aapke cooperation ke lie bahut bahut dhanyvad
5176,21,victim,"Bye, main tumse baad men baat karungi.",neutral,0,
5176,22,agent,"Okay, main future men aapke lie behtar seva ki ummid karata hoon. Rakshak, mujhe ummid hai ki aapko apni visit pasand aai hogi.",polite,2,mujhe ummid hai ki aapko apni visit pasand aai hogi
5177,0,agent,"Hello, yah Rakshak hai, and maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN. ",polite,2,"Hello, maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN"
5177,1,victim,main dari hui hoon. ek monster ne mujhe nuksan pahuchane ki kosis ki,impolite,2,ek monster ne mujhe nuksan pahuchane ki kosis ki
5177,2,agent,Please calm aur patient rahen. hum aapko yahan assist karane ke lie hain. kya mere lie yah pata lagana sambhav hai ki main kise baat kar raha hoon?,polite,2,"Please calm aur patient rahen, hum aapko yahan assist karane ke lie hain"
5177,3,victim,main apani koi bhi personal information provide karana nahi chahati. bas mujhe us badmash ko punish karane men help karen.,impolite,2,main apani koi bhi personal information provide karana nahi chahati. bas mujhe us badmash ko punish karane men help karen.
5177,4,agent,Please relax karen aur shant ho jaen. hum yahan gaharai men jae bina bhi aapki sahayata kar sakate hain. Please apani problem ko detail men describe karen taki hum aapki sahayata kar saken.,polite,2,"Please relax karen aur shant ho jaen, Please "
5177,5,victim,"Rakshak, main bahut bechain hoon. us badmash ne mera rape kiya aur phir rape ki footage apane doston ke sath share ki. vah is tarah ka ek vishist vyakati hai ki vo jivit rahane ke layak nahi hai.",impolite,2,us badmash ne mera rape kiya
5177,6,agent,Yah kaphi revolting hai. mujhe yakin hai ki aap sabase kharab situation se gujar rahe hain. jab tak aapko justice nahi mil jata hum aapke sath khade rahenge. kya aap aisi situation men hai jahan aap baatchit kar sakati hain?,neutral,0,"jab tak aapko justice nahi mil jata hum aapke sath khade rahenge, kya aap"
5177,7,victim,Meri chinta mat karo; main keval yah sure karana chahati hoon ki meri film ko phailane vale dushat aur badmashoN ko saja mile. ve kadi saja ke haqdar hain.,impolite,2,meri film ko phailane vale dushat aur badmashoN ko saja mile
5177,8,agent,"Kisi bhi situation men, hum yahan aapko assist karane ke lie hain. main samajhta hoon ki aapke lie is scenario ko yaad karana aur dusron ko samjhana kitna mushakil hai, lekin kya aap please apane anubhav ka vivaran de sakati hain taki main justice ke lie aapki or se uchit shikayat kar sakoon. ",polite,2,kya aap please apane anubhav ka vivaran de sakati hain
5177,9,victim,kya bakvas question hai. aapko konsi information chahie?,impolite,2,kya bakvas question hai
5177,10,agent,Please shanti aur dhairya rakhen. mamle ke baare men janne aur aparadhi ke khilaph action lene ke lie yah humari standard investigation procedure ka hissa hai. kya aap kuch prashanon ka uttar dena chahengi taki hum aapki behtar sahayata kar saken?,polite,2,"Please shanti aur dhairya rakhen, kya aap "
5177,11,victim,"ye thik hai, lekin inquiries karate samay savdhani rakhen.",impolite,2,lekin inquiries karate samay savdhani rakhen
5177,12,agent,"is mulakat se pahale, aap us person ko kaise janti thin?",neutral,0,
5177,13,victim,vah us samay mera boyfriend tha.,neutral,0,
5177,14,agent,kya aap hume batana chahengi ki aap is relationship men kitane samay se hain?,polite,2,kya aap
5177,15,victim,isse aapko koi phark nahi padata; mujhe bas ye batao ki main us monster ko punish kaise kar sakati hoon?,impolite,2,
5177,16,agent,Please shanti aur dhairy banae rakhen. hum yahan aapko assist karane ke lie hain. please kya aap mujhe bataengi ki ye ghatana kab hui?,polite,2,"Please shanti aur dhairy banae rakhen, hum yahan aapko assist karane ke lie hain, please kya aap "
5177,17,victim,"yah teen mahine pahale hua, aur mujhe video ke baare men abhi pata chala. mujhe lagata hai ki main use maar dalungi.",impolite,2,mujhe lagata hai ki main use maar dalungi
5177,18,agent,kya aapne apane local police station men complaint darj karai hai?,neutral,0,
5177,19,victim,"No, main dar gai thi, lekin ab main us dusht ko salakhon ke piche pahuchane ke lie vah sab kuch karana chahati hoon jo main kar sakati hoon.",impolite,2,dusht
5177,20,agent,"aapke cooperation ke lie bahut bahut dhanyvad. ye internet harassment ka ek udhaharan hai, jo Indian Penal Code (IPC) ki dhara 354A aur 354B aur IPC 499 ke tahat dandaniy hai. aap isaki report karane ke lie Cyber Cell aur/ya National Commission for Women ko contact kar sakati hain. kya aap usake against complaint karana chahati hain?",polite,2,aapke cooperation ke lie bahut bahut dhanyvad
5177,21,victim,"Oh, no! ye badhiya hai, ye kaphi impressive hai. Please mujhe bataen ki main blackmailer ko jail kaise bhej sakati hoon?",polite,2,Please mujhe bataen
5177,22,agent,aap usake against Cyber Cell aur NCW site ke through complaint file kara sakati hain.,neutral,0,
5177,23,victim,mujhe bataen ki main Cyber Cell men us rogue cheater/blackmailer ke against complaint kaise kar sakati hoon.,impolite,2,cheater/blackmailer
5177,24,agent,kya aap complaint online or offline file karna chahengi ?,polite,2,kya aap
5177,25,victim,"mere lie, online beneficial hoga. Please portal's URL den.  ",neutral,0,Please
5177,26,agent,"online complaint option opt karane ke lie thank you. Please www.cybercrime.gov.in par jaen ""Report Other Cyber Crime,"" par click karen phir ""File a Complaint,"" aur phir baki ka information provide karen.",polite,2,"online complaint option opt karane ke lie thank you, Please "
5177,27,victim,Bahut bahut dhanyvad.,polite,2,Bahut bahut dhanyvad
5177,28,agent,kya aapko iske sath koi additional assistance chahie?,polite,2,kya aapko iske sath koi additional assistance chahie
5177,29,victim,thanks mujhe bas itana hi chahie.,neutral,0,thanks mujhe bas itana hi chahie
5177,30,agent,"Okay, I'll leave it at that. Rakshak, maiN asha karta hooN ki aapko apki visit pasand aai  ",polite,2,maiN asha karta hooN ki aapko apki visit pasand aai
5178,0,agent,"Hello, yah Rakshak hai, and maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN. ",polite,2,"Hello, maiN yahaN secure atmosphere meN aapko assist karne ke lie hooN"
5178,1,victim,main dari hui hoon. ek monster ne mujhe nuksan pahuchane ki kosis ki,impolite,1,ek monster ne mujhe nuksan pahuchane ki kosis ki
5178,2,agent,Please calm aur patient rahen. hum aapko yahan assist karane ke lie hain. kya mere lie yah pata lagana sambhav hai ki main kise baat kar raha hoon?,polite,2,"Please calm aur patient rahen, hum aapko yahan assist karane ke lie hain"
5178,3,victim,main apani koi bhi personal information provide karana nahi chahati. bas mujhe us badmash ko punish karane men help karen.,impolite,1,main apani koi bhi personal information provide karana nahi chahati. bas mujhe us badmash ko punish karane men help karen.
5178,4,agent,Please relax karen aur shant ho jaen. hum yahan gaharai men jae bina bhi aapki sahayata kar sakate hain. Please apani problem ko detail men describe karen taki hum aapki sahayata kar saken.,polite,2,"Please relax karen aur shant ho jaen, Please "
5178,5,victim,"Rakshak, main bahut bechain hoon. us badmash ne mera rape kiya aur phir rape ki footage apane doston ke sath share ki. vah is tarah ka ek vishist vyakati hai ki vo jivit rahane ke layak nahi hai.",impolite,1,us badmash ne mera rape kiya
5178,6,agent,Yah kaphi revolting hai. mujhe yakin hai ki aap sabase kharab situation se gujar rahe hain. jab tak aapko justice nahi mil jata hum aapke sath khade rahenge. kya aap aisi situation men hai jahan aap baatchit kar sakati hain?,neutral,0,"jab tak aapko justice nahi mil jata hum aapke sath khade rahenge, kya aap"
5178,7,victim,Meri chinta mat karo; main keval yah sure karana chahati hoon ki meri film ko phailane vale dushat aur badmashoN ko saja mile. ve kadi saja ke haqdar hain.,impolite,1,meri film ko phailane vale dushat aur badmashoN ko saja mile
5178,8,agent,"Kisi bhi situation men, hum aapki sahayata ke lie yahan hain. mujhe pata hai ki sthiti ko yaad dilana aur kisi ko bhi samjhana aapke lie kathin hai, lekin please kya aap justice ke lie apani or se ek uchit shikayat darj karane ke lie apani ghatna ka vivaran sajha karenge?",polite,2,kya aap please apane anubhav ka vivaran de sakati hain
5178,9,victim,kya bakvas question hai. aapko konsi information chahie?,impolite,1,kya bakvas question hai
5178,10,agent,Please shanti aur dhairya rakhen. mamle ke baare men janne aur aparadhi ke khilaph action lene ke lie yah humari standard investigation procedure ka hissa hai. kya aap kuch prashanon ka uttar dena chahengi taki hum aapki behtar sahayata kar saken?,polite,2,"Please shanti aur dhairya rakhen, kya aap "
5178,11,victim,"ye thik hai, lekin inquiries karate samay savdhani rakhen.",impolite,1,lekin inquiries karate samay savdhani rakhen
5178,12,agent,"is mulakat se pahale, aap us person ko kaise janti thin?",neutral,0,
5178,13,victim,vah us samay mera boyfriend tha.,neutral,0,
5178,14,agent,kya aap hume batana chahengi ki aap is relationship men kitane samay se hain?,polite,2,kya aap
5178,15,victim,isse aapko koi phark nahi padata; mujhe bas ye batao ki main us monster ko punish kaise kar sakati hoon?,impolite,1,
5178,16,agent,Please shanti aur dhairy banae rakhen. hum yahan aapko assist karane ke lie hain. please kya aap mujhe bataengi ki ye ghatana kab hui?,polite,2,"Please shanti aur dhairy banae rakhen, hum yahan aapko assist karane ke lie hain, please kya aap "
5178,17,victim,"yah teen mahine pahale hua, aur mujhe video ke baare men abhi pata chala. mujhe lagata hai ki main use maar dalungi.",impolite,1,mujhe lagata hai ki main use maar dalungi
5178,18,agent,kya aapne apane local police station men complaint darj karai hai?,neutral,0,
